# bloodmallet trinket sims | fight_style=castingpatchwerk3 | simmed 2026-08-26 02:57 | SimC 02b39ce | tier MID2
# fetched 2026-08-27 by fetch-trinket-sims.sh
# columns: class	spec	rank	trinket	item_id	ilvl:dps,... (rank 0 = passive baseline, min ilvl only)
mage	fire	24	Ruby Whelp Shell [Crit]	193757	292:347052,295:347593,302:348002,308:349250,315:350388,321:351223,328:352532,334:353046
mage	fire	25	Ruby Whelp Shell [St]	193757	292:346295,295:346510,302:347369,308:348354,315:349468,321:350507,328:351809,334:352889
mage	fire	26	Freightrunner's Flask	250215	292:346669,295:346998,302:348113,308:348876,315:349622,321:350771,328:352013,334:352883
mage	fire	27	Font of Venomous Rage	270168	292:345179,295:345490,305:346614,315:348077,321:348750,331:350576,344:352443
mage	fire	28	Shadow of the Empyrean Requiem	249810	298:352391
mage	fire	29	Darkmoon Dominion: Rot	246306	292:346411,298:346481,305:347754,311:348660,318:349600,324:350721,331:352018
mage	fire	30	Heart of Wind	250256	298:351752
mage	fire	31	Gaze of the Alnseer	249343	298:351356
mage	fire	32	Unstable Felheart Crystal	250255	292:344766,295:344814,302:345784,308:346659,315:347617,321:348364,328:349527,334:350584
mage	fire	33	Soulcoiler Ritual Vessel	270162	292:344548,295:345057,302:345767,308:346543,315:347642,321:348625,328:349535,334:350492
mage	fire	34	Sethraliss' Defiled Relic	158368	292:344476,295:345275,302:346080,308:346763,315:347677,321:348255,328:349300,334:350488
mage	fire	35	Seed of Radiant Hope	250254	292:344563,295:344861,302:346019,308:346949,315:347462,321:348208,328:349460,334:350393
mage	fire	36	Mycolic Medicine	250248	292:344850,295:344995,302:345884,308:347021,315:347584,321:348278,328:349738,334:350204
mage	fire	37	Soulcatcher's Charm	250223	298:349036
mage	fire	38	Reality Breacher	151310	298:348988
mage	fire	39	Venomous Gladiator's Sigil of Adaptation	270604	315:347735
mage	fire	40	Venomous Gladiator's Emblem	270606	315:347585
mage	fire	41	Venomous Gladiator's Medallion	270605	315:347481
mage	fire	42	Wraps of Cosmic Madness	249340	298:347121
mage	fire	43	Eye of the Drowning Void	250257	298:346949
mage	fire	44	Litany of Lightblind Wrath	249808	298:345438
mage	fire	45	Nevermelting Ice Crystal	50259	298:345241
mage	fire	46	Vessel of Tortured Souls	250258	298:344185
mage	fire	47	Idol of the Howling Nexus	270174	292:339694,295:339832,302:339967,308:339896,315:340388,321:340376,328:340574,334:341058
mage	fire	48	Preternatural Antivenom	270171	292:335274,295:335348,302:335772,308:335815,315:335963,321:336058,328:336486,334:336209
mage	fire	49	Voracious Heart of Ula'tek	270175	292:335582,295:335760,305:335848,315:335764,321:336187,331:336226,344:336477
mage	fire	50	Idol of the War Loa	250229	292:335870,295:335545,302:335680,308:335929,315:335851,321:335724,328:335795,334:336297
mage	fire	51	Gloom-Spattered Dreadscale	249339	298:335941
mage	fire	52	Permafrost Essence	250244	292:332794,295:332757,302:333011,308:332745,315:332830,321:333008,328:332416,334:332568
mage	frost	0	baseline	-	292:262285
mage	frost	1	Darkmoon Dominion: Hunt	246304	292:279547,298:280435,305:281535,311:282336,318:283462,324:284178,331:285387
mage	frost	2	Freightrunner's Flask	250215	292:278829,295:278770,302:279891,308:280636,315:281393,321:282523,328:283552,334:284734
mage	frost	3	Gebbo's Bottomless Bag	270164	292:278199,295:278654,302:279983,308:280537,315:281581,321:282379,328:283170,334:284353
mage	frost	4	Lightspire Core	250214	292:278269,295:278471,302:279066,308:280023,315:281043,321:281588,328:283110,334:284066
mage	frost	5	Vile Vial of Volatile Venom	273796	292:278202,295:278463,302:279299,308:280241,315:281092,321:281761,328:282966,334:283914
mage	frost	6	Mindpiercer's Sigil	250224	292:275743,295:276243,302:277579,308:278418,315:280104,321:281049,328:282440,334:283838
mage	frost	7	Darkmoon Dominion: Blood	246305	292:278102,298:278925,305:279875,311:280638,318:281733,324:282726,331:283388
mage	frost	8	Wavecaller's Seastone	270167	292:277648,295:277857,302:278665,308:279600,315:280636,321:281227,328:282384,334:283255
mage	frost	9	Font of Venomous Rage	270168	292:274769,295:275163,305:276711,315:278075,321:278738,331:280714,344:282889
mage	frost	10	Magister's Alchemist Stone	241340	292:277068,298:278006,305:279034,311:279717,318:280560,324:281868,331:282748
mage	frost	11	Darkmoon Dominion: Void	246307	292:277146,298:278197,305:278672,311:279704,318:280880,324:281638,331:282515
mage	frost	12	Fang of Umbral Malignance	270161	292:274834,295:275175,302:276129,308:276928,315:278124,321:278939,328:280481,334:281761
mage	frost	13	Hex Lord's Dooming Idol	270169	292:275447,295:275764,305:276909,315:277579,321:278489,331:279659,344:281671
mage	frost	14	Vexhul's Everflowing Gland	270170	292:275039,295:275178,302:276047,308:277265,315:278533,321:279266,328:280823,334:281608
mage	frost	15	Thalassian Competitor's Insignia of Alacrity	245752	292:276198,298:276686,305:277763,311:278699,318:279410,324:279855,331:281205
mage	frost	16	Ruby Whelp Shell [Crit]	193757	292:275917,295:275906,302:276960,308:277707,315:278535,321:279195,328:280208,334:281193
mage	frost	17	Vaelgor's Final Stare	249346	298:281042
mage	frost	18	Gaze of the Alnseer	249343	298:281001
mage	frost	19	Locus-Walker's Ribbon	249809	298:280784
mage	frost	20	Sapling of the Dawnroot	250259	292:274172,295:274426,302:275340,308:276374,315:277042,321:278113,328:279526,334:280687
mage	frost	21	Stormbound Emblem of Dazar	273649	292:274685,295:274840,302:275855,308:276482,315:277822,321:278527,328:279917,334:280436
mage	frost	22	Knot of Writhing Serpents	273794	292:273982,295:274222,302:275351,308:276178,315:277174,321:277943,328:279271,334:280272
mage	frost	23	Ruby Whelp Shell [Haste]	193757	292:275052,295:275351,302:276305,308:277036,315:277779,321:278605,328:279303,334:280217
mage	frost	24	Ruby Whelp Shell [Aoe]	193757	292:273375,295:273696,302:274712,308:274974,315:276153,321:277171,328:278165,334:279103
mage	frost	25	Venomous Gladiator's Insignia of Alacrity	270603	315:278783
mage	frost	26	Venomous Gladiator's Badge of Ferocity	270602	315:278556
mage	frost	27	Shadow of the Empyrean Requiem	249810	298:278543
mage	frost	28	Ruby Whelp Shell [St]	193757	292:272886,295:273450,302:274420,308:274827,315:275814,321:276357,328:277724,334:278498
mage	frost	29	Emberwing Feather	250144	298:278224
mage	frost	30	Heart of Wind	250256	298:277377
mage	frost	31	Darkmoon Dominion: Rot	246306	292:272344,298:273025,305:273663,311:274680,318:275593,324:276439,331:277359
mage	frost	32	Unstable Felheart Crystal	250255	292:271852,295:271690,302:272626,308:273435,315:274178,321:274730,328:275657,334:276340
mage	frost	33	Seed of Radiant Hope	250254	292:271509,295:271720,302:272431,308:273187,315:273789,321:274527,328:275258,334:276153
mage	frost	34	Mycolic Medicine	250248	292:271560,295:271584,302:272390,308:273015,315:273715,321:274489,328:275244,334:276068
mage	frost	35	Sethraliss' Defiled Relic	158368	292:271652,295:271796,302:272289,308:273181,315:273825,321:274328,328:275352,334:275839
mage	frost	36	Reality Breacher	151310	298:275690
mage	frost	37	Soulcatcher's Charm	250223	298:275190
mage	frost	38	Litany of Lightblind Wrath	249808	298:275040
mage	frost	39	Venomous Gladiator's Emblem	270606	315:273959
mage	frost	40	Venomous Gladiator's Medallion	270605	315:273819
mage	frost	41	Venomous Gladiator's Sigil of Adaptation	270604	315:273719
mage	frost	42	Eye of the Drowning Void	250257	298:273439
mage	frost	43	Gloom-Spattered Dreadscale	249339	298:273359
mage	frost	44	Wraps of Cosmic Madness	249340	298:272993
mage	frost	45	Vessel of Tortured Souls	250258	298:272581
mage	frost	46	Nevermelting Ice Crystal	50259	298:272245
mage	frost	47	Soulcoiler Ritual Vessel	270162	292:266936,295:267081,302:267816,308:268558,315:268900,321:269648,328:270424,334:271124
mage	frost	48	Voracious Heart of Ula'tek	270175	292:268643,295:268869,305:269202,315:269469,321:269859,331:270283,344:270351
mage	frost	49	Idol of the War Loa	250229	292:268362,295:268366,302:269001,308:269197,315:269242,321:269456,328:269371,334:269852
mage	frost	50	Idol of the Howling Nexus	270174	292:268625,295:268821,302:268559,308:268994,315:269662,321:269440,328:269618,334:269845
mage	frost	51	Preternatural Antivenom	270171	292:268560,295:268516,302:268986,308:268903,315:269303,321:269355,328:269740,334:269439
mage	frost	52	Permafrost Essence	250244	292:262024,295:262198,302:261953,308:261970,315:262228,321:262234,328:262204,334:262240
monk	brewmaster	0	baseline	-	292:258308
monk	brewmaster	1	Voracious Heart of Ula'tek	270175	292:271121,295:271547,305:272860,315:273997,321:274530,331:276154,344:278143
monk	brewmaster	2	Darkmoon Dominion: Hunt	246304	292:272373,298:272576,305:273633,311:274089,318:275017,324:275873,331:276885
monk	brewmaster	3	Zul'jin's Guillotine Technique	270173	292:268954,295:269189,305:270528,315:271848,321:272938,331:274643,344:276771
monk	brewmaster	4	Tumor of the Swarm	250245	292:269725,295:270228,302:270979,308:271703,315:273093,321:274029,328:275441,334:276186
monk	brewmaster	5	Lustrous Golden Plumage	159617	292:270881,295:270965,302:272026,308:272394,315:272954,321:273882,328:275003,334:275997
monk	brewmaster	6	Darkmoon Dominion: Void	246307	292:271004,298:271753,305:272671,311:273290,318:274033,324:274802,331:275859
monk	brewmaster	7	Magister's Alchemist Stone	241340	292:271116,298:271905,305:272364,311:273033,318:274158,324:274954,331:275818
monk	brewmaster	8	Gebbo's Bottomless Bag	270164	292:271123,295:271452,302:272015,308:272765,315:273739,321:274068,328:275232,334:275692
monk	brewmaster	9	Freightrunner's Flask	250215	292:270807,295:271180,302:272073,308:272285,315:273382,321:274172,328:274838,334:275669
monk	brewmaster	10	Tiny Electromental in a Jar	158374	292:269193,295:269598,302:270557,308:271264,315:272295,321:273233,328:274571,334:275582
monk	brewmaster	11	Resonant Bellowstone	250228	292:270376,295:270900,302:271505,308:272159,315:273119,321:273838,328:274348,334:275313
monk	brewmaster	12	Lightspire Core	250214	292:270025,295:270302,302:271210,308:271968,315:272687,321:273194,328:274452,334:275233
monk	brewmaster	13	Darkmoon Dominion: Blood	246305	292:270218,298:271103,305:271429,311:272118,318:273218,324:273599,331:274622
monk	brewmaster	14	Vashnik's Sanguine Rancor	270166	292:268434,295:268752,302:269363,308:270536,315:271372,321:271998,328:273206,334:274001
monk	brewmaster	15	Umbral Plume	260235	298:273833
monk	brewmaster	16	Vile Vial of Volatile Venom	273796	292:269333,295:269465,302:270065,308:271004,315:271339,321:272053,328:273202,334:273784
monk	brewmaster	17	Keeper's Seething Core	270165	292:269370,295:269811,302:270344,308:270903,315:271844,321:272328,328:272908,334:273604
monk	brewmaster	18	Tattered Amani War Banner	273797	292:269075,295:269594,302:270414,308:270855,315:271623,321:272279,328:273158,334:273543
monk	brewmaster	19	Void Execution Mandate	250225	292:269259,295:269618,302:270121,308:270666,315:271137,321:272121,328:272633,334:273543
monk	brewmaster	20	Sapling of the Dawnroot	250259	292:267625,295:268168,302:268719,308:269535,315:270397,321:270759,328:272039,334:272809
monk	brewmaster	21	Ruby Whelp Shell [Crit]	193757	292:268373,295:268465,302:269018,308:269754,315:270506,321:271104,328:271642,334:272610
monk	brewmaster	22	Thalassian Competitor's Insignia of Alacrity	245752	292:268238,298:268632,305:269308,311:269839,318:270858,324:271248,331:272103
monk	brewmaster	23	Solarflare Prism	252420	298:272095
monk	brewmaster	24	Radiant Plume	249806	298:271958
monk	brewmaster	25	Ruby Whelp Shell [St]	193757	292:267062,295:267346,302:268142,308:268661,315:269228,321:270142,328:270838,334:271907
monk	brewmaster	26	Gaze of the Alnseer	249343	298:271787
monk	brewmaster	27	Ruby Whelp Shell [Aoe]	193757	292:267461,295:267627,302:268446,308:268923,315:269639,321:270345,328:271070,334:271673
monk	brewmaster	28	Font of Venomous Rage	270168	292:266014,295:266137,305:267081,315:268197,321:268644,331:270220,344:271636
monk	brewmaster	29	Darkmoon Dominion: Rot	246306	292:267575,298:268205,305:268712,311:269409,318:270183,324:270944,331:271603
monk	brewmaster	30	Ruby Whelp Shell [Haste]	193757	292:267196,295:267633,302:268143,308:268734,315:269385,321:270025,328:270881,334:271502
monk	brewmaster	31	Venomous Gladiator's Badge of Ferocity	270602	315:271499
monk	brewmaster	32	Ranger-Captain's Iridescent Insignia	249345	298:271291
monk	brewmaster	33	Void Stalker's Contract	151307	298:270711
monk	brewmaster	34	Venomous Gladiator's Insignia of Alacrity	270603	315:270632
monk	brewmaster	35	Manaheart's Binding Flame	250243	292:266389,295:266736,302:267219,308:267663,315:268360,321:268780,328:269396,334:270437
monk	brewmaster	36	First Mate's Shellward	270160	292:266323,295:266647,302:267118,308:267567,315:268249,321:268909,328:269528,334:270274
monk	brewmaster	37	Mchimba's Ritual Bandages	159618	292:266523,295:266507,302:266981,308:267464,315:268242,321:268840,328:269498,334:270186
monk	brewmaster	38	Latch's Crooked Hook	250226	298:269961
monk	brewmaster	39	Undreamt God's Oozing Vestige	249805	298:269554
monk	brewmaster	40	Heart of Wind	250256	298:269275
monk	brewmaster	41	Algeth'ar Puzzle Box	193701	298:269053
monk	brewmaster	42	Gloom-Spattered Dreadscale	249339	298:268442
monk	brewmaster	43	Light Company Guidon	249344	298:268389
monk	brewmaster	44	Venomous Gladiator's Medallion	270605	315:268318
monk	brewmaster	45	Venomous Gladiator's Emblem	270606	315:268282
monk	brewmaster	46	Eye of the Drowning Void	250257	298:268274
monk	brewmaster	47	Kroluk's Warbanner	250227	298:268182
monk	brewmaster	48	Venomous Gladiator's Sigil of Adaptation	270604	315:268102
monk	brewmaster	49	Vessel of Tortured Souls	250258	298:268078
monk	brewmaster	50	Emberwing Feather	250144	298:267509
monk	brewmaster	51	Mindpiercer's Sigil	250224	292:263109,295:263755,302:264138,308:264655,315:265567,321:265921,328:266919,334:267337
monk	brewmaster	52	Jelly Replicator	250242	298:266971
monk	brewmaster	53	Rotting Globule	252421	298:266823
monk	brewmaster	54	Ampoule of Pure Void	151312	298:266701
monk	brewmaster	55	The Eternal Egg	249807	298:266594
monk	brewmaster	56	Preternatural Antivenom	270171	292:263510,295:263635,302:263680,308:263722,315:264232,321:264121,328:264139,334:264523
monk	brewmaster	57	Idol of the War Loa	250229	292:263250,295:263524,302:263473,308:263886,315:263854,321:264266,328:264330,334:264082
monk	brewmaster	58	Idol of the Howling Nexus	270174	292:262076,295:262209,302:262546,308:262428,315:262607,321:263003,328:262717,334:262778
monk	brewmaster	59	Locus-Walker's Ribbon	249809	298:262515
monk	brewmaster	60	Hex Lord's Dooming Idol	270169	292:260694,295:260468,305:260688,315:261063,321:261031,331:260870,344:261453
monk	brewmaster	61	Wavecaller's Seastone	270167	292:260583,295:260719,302:260615,308:260909,315:260861,321:260816,328:261106,334:261116
monk	brewmaster	62	Permafrost Essence	250244	292:260330,295:260110,302:260610,308:260277,315:260379,321:260361,328:260574,334:260597
monk	windwalker	0	baseline	-	292:352548
monk	windwalker	1	Voracious Heart of Ula'tek	270175	292:379159,295:380403,305:382070,315:385150,321:386001,331:388780,344:392552
monk	windwalker	2	Keeper's Seething Core	270165	292:376560,295:377158,302:378877,308:378870,315:380687,321:381957,328:383025,334:384956
monk	windwalker	3	Freightrunner's Flask	250215	292:376777,295:378277,302:378460,308:379654,315:380992,321:381813,328:383200,334:384579
monk	windwalker	4	Void Execution Mandate	250225	292:376527,295:377257,302:378190,308:378914,315:380178,321:381452,328:382817,334:384380
monk	windwalker	5	Lustrous Golden Plumage	159617	292:374873,295:375280,302:376379,308:377972,315:378668,321:380343,328:381650,334:382746
monk	windwalker	6	Vile Vial of Volatile Venom	273796	292:374748,295:375504,302:376678,308:377390,315:378933,321:380461,328:381591,334:382644
monk	windwalker	7	Tattered Amani War Banner	273797	292:375092,295:375202,302:376119,308:377617,315:378773,321:379197,328:380819,334:382033
monk	windwalker	8	Light Company Guidon	249344	298:381315
monk	windwalker	9	Zul'jin's Guillotine Technique	270173	292:367964,295:369126,305:370899,315:372823,321:374337,331:377387,344:380981
monk	windwalker	10	Gebbo's Bottomless Bag	270164	292:373644,295:373914,302:374588,308:376266,315:377491,321:377997,328:379544,334:380954
monk	windwalker	11	Darkmoon Dominion: Hunt	246304	292:373931,298:374542,305:375306,311:376764,318:378496,324:378921,331:380626
monk	windwalker	12	Thalassian Competitor's Insignia of Alacrity	245752	292:373573,298:374813,305:375074,311:376013,318:377394,324:379398,331:379988
monk	windwalker	13	Darkmoon Dominion: Blood	246305	292:373172,298:373247,305:375427,311:375903,318:377483,324:378212,331:379560
monk	windwalker	14	Emberwing Feather	250144	298:378841
monk	windwalker	15	Lightspire Core	250214	292:371531,295:371388,302:373115,308:373807,315:374856,321:375949,328:377564,334:378767
monk	windwalker	16	Algeth'ar Puzzle Box	193701	298:378710
monk	windwalker	17	Darkmoon Dominion: Void	246307	292:371423,298:372667,305:373460,311:374673,318:375621,324:376359,331:378524
monk	windwalker	18	Magister's Alchemist Stone	241340	292:371768,298:372679,305:373695,311:374060,318:375664,324:376581,331:377998
monk	windwalker	19	Resonant Bellowstone	250228	292:369962,295:370720,302:371846,308:372816,315:374449,321:374776,328:376290,334:377279
monk	windwalker	20	Tumor of the Swarm	250245	292:368554,295:369049,302:369741,308:370871,315:372212,321:373971,328:375633,334:377171
monk	windwalker	21	Vashnik's Sanguine Rancor	270166	292:367460,295:367922,302:369610,308:370755,315:372440,321:373401,328:374827,334:376902
monk	windwalker	22	Venomous Gladiator's Insignia of Alacrity	270603	315:376785
monk	windwalker	23	Tiny Electromental in a Jar	158374	292:367392,295:368740,302:370316,308:370929,315:371658,321:372722,328:374550,334:376380
monk	windwalker	24	Radiant Plume	249806	298:375463
monk	windwalker	25	Font of Venomous Rage	270168	292:366549,295:366803,305:367672,315:369443,321:370458,331:372672,344:375389
monk	windwalker	26	Heart of Wind	250256	298:375359
monk	windwalker	27	Umbral Plume	260235	298:375208
monk	windwalker	28	Gaze of the Alnseer	249343	298:375070
monk	windwalker	29	Ruby Whelp Shell [Haste]	193757	292:368106,295:368518,302:369777,308:370898,315:371444,321:372412,328:373726,334:374616
monk	windwalker	30	Sapling of the Dawnroot	250259	292:366684,295:367798,302:367622,308:369169,315:370073,321:371127,328:372979,334:373934
monk	windwalker	31	Ruby Whelp Shell [Crit]	193757	292:366944,295:367563,302:368598,308:369447,315:369841,321:371848,328:372378,334:373696
monk	windwalker	32	Venomous Gladiator's Badge of Ferocity	270602	315:373346
monk	windwalker	33	Solarflare Prism	252420	298:372408
monk	windwalker	34	Ranger-Captain's Iridescent Insignia	249345	298:372286
monk	windwalker	35	Ruby Whelp Shell [Aoe]	193757	292:365901,295:365983,302:366163,308:367945,315:368999,321:369191,328:370740,334:371434
monk	windwalker	36	Ruby Whelp Shell [St]	193757	292:364618,295:365564,302:365945,308:367904,315:368092,321:369454,328:370251,334:371168
monk	windwalker	37	Darkmoon Dominion: Rot	246306	292:364701,298:365885,305:367412,311:367491,318:368442,324:369898,331:370581
monk	windwalker	38	Manaheart's Binding Flame	250243	292:363598,295:364092,302:364752,308:365740,315:366160,321:367464,328:368615,334:370076
monk	windwalker	39	First Mate's Shellward	270160	292:364212,295:364894,302:365387,308:366257,315:366824,321:367478,328:368814,334:369900
monk	windwalker	40	Mchimba's Ritual Bandages	159618	292:363578,295:364272,302:364972,308:365658,315:366865,321:367988,328:368831,334:369441
monk	windwalker	41	Latch's Crooked Hook	250226	298:369331
monk	windwalker	42	Void Stalker's Contract	151307	298:369064
monk	windwalker	43	Undreamt God's Oozing Vestige	249805	298:368562
monk	windwalker	44	Venomous Gladiator's Emblem	270606	315:367655
monk	windwalker	45	Eye of the Drowning Void	250257	298:367454
monk	windwalker	46	Kroluk's Warbanner	250227	298:366868
monk	windwalker	47	Venomous Gladiator's Medallion	270605	315:366816
monk	windwalker	48	Venomous Gladiator's Sigil of Adaptation	270604	315:366695
monk	windwalker	49	Vessel of Tortured Souls	250258	298:365502
monk	windwalker	50	Hex Lord's Dooming Idol	270169	292:362636,295:363165,305:363940,315:363938,321:364160,331:364702,344:364935
monk	windwalker	51	Gloom-Spattered Dreadscale	249339	298:364853
monk	windwalker	52	The Eternal Egg	249807	298:364825
monk	windwalker	53	Ampoule of Pure Void	151312	298:364432
monk	windwalker	54	Jelly Replicator	250242	298:364392
monk	windwalker	55	Rotting Globule	252421	298:364192
monk	windwalker	56	Wavecaller's Seastone	270167	292:362080,295:362322,302:362364,308:362713,315:364099,321:363974,328:364012,334:363700
monk	windwalker	57	Permafrost Essence	250244	292:361616,295:362178,302:362261,308:363167,315:362487,321:363193,328:363677,334:363572
monk	windwalker	58	Preternatural Antivenom	270171	292:360362,295:360480,302:360135,308:361135,315:360632,321:362113,328:360683,334:361455
monk	windwalker	59	Idol of the War Loa	250229	292:360781,295:360518,302:360432,308:360650,315:361044,321:360711,328:361209,334:361590
monk	windwalker	60	Idol of the Howling Nexus	270174	292:359990,295:359502,302:360075,308:360435,315:361270,321:360494,328:360774,334:361240
monk	windwalker	61	Locus-Walker's Ribbon	249809	298:359774
monk	windwalker	62	Mindpiercer's Sigil	250224	292:353147,295:352977,302:353024,308:353102,315:353138,321:353212,328:354186,334:354489
paladin	protection	0	baseline	-	292:177591
paladin	protection	1	Zul'jin's Guillotine Technique	270173	292:191979,295:192662,305:194019,315:195826,321:196958,331:198982,344:202247
paladin	protection	2	Merektha's Fang	158367	292:190392,295:190959,302:192512,308:193661,315:195183,321:196880,328:198327,334:200172
paladin	protection	3	Voracious Heart of Ula'tek	270175	292:189564,295:189833,305:190769,315:191911,321:192718,331:193910,344:195988
paladin	protection	4	Tumor of the Swarm	250245	292:187697,295:188031,302:188764,308:189619,315:190512,321:191572,328:192785,334:193498
paladin	protection	5	Vile Vial of Volatile Venom	273796	292:189445,295:189730,302:190401,308:190880,315:191585,321:192039,328:192990,334:193467
paladin	protection	6	Keeper's Seething Core	270165	292:188550,295:188802,302:189384,308:189870,315:190470,321:191067,328:191955,334:192378
paladin	protection	7	Darkmoon Dominion: Blood	246305	292:188607,298:188927,305:189531,311:190040,318:190796,324:191406,331:192252
paladin	protection	8	Darkmoon Dominion: Hunt	246304	292:188565,298:188953,305:189510,311:190175,318:190847,324:191405,331:192211
paladin	protection	9	Gebbo's Bottomless Bag	270164	292:188364,295:188572,302:189145,308:189576,315:190375,321:190842,328:191657,334:192154
paladin	protection	10	Venomous Gladiator's Badge of Ferocity	270602	315:192116
paladin	protection	11	Blazebinder's Hoof	193762	292:187750,295:188015,302:188449,308:189157,315:189823,321:190248,328:190869,334:191697
paladin	protection	12	Magister's Alchemist Stone	241340	292:187895,298:188552,305:188944,311:189626,318:190164,324:190849,331:191463
paladin	protection	13	Darkmoon Dominion: Void	246307	292:187818,298:188501,305:189102,311:189595,318:190118,324:190804,331:191458
paladin	protection	14	Algeth'ar Puzzle Box	193701	298:191401
paladin	protection	15	Seed of the Devouring Wild	250238	292:186850,295:187197,302:187665,308:188290,315:188822,321:189494,328:190474,334:191074
paladin	protection	16	Resonant Bellowstone	250228	292:187301,295:187502,302:187978,308:188537,315:188961,321:189491,328:190428,334:190664
paladin	protection	17	Tattered Amani War Banner	273797	292:187055,295:187233,302:187695,308:188219,315:188912,321:189444,328:189918,334:190578
paladin	protection	18	Font of Venomous Rage	270168	292:185441,295:185597,305:186507,315:187211,321:187987,331:188758,344:190411
paladin	protection	19	Sapling of the Dawnroot	250259	292:185831,295:186140,302:186911,308:187477,315:188311,321:188699,328:189791,334:190329
paladin	protection	20	Umbral Plume	260235	298:190269
paladin	protection	21	Thalassian Competitor's Insignia of Alacrity	245752	292:187267,298:187545,305:188023,311:188559,318:189203,324:189717,331:190197
paladin	protection	22	Radiant Plume	249806	298:189758
paladin	protection	23	Ruby Whelp Shell [Crit]	193757	292:185993,295:186330,302:186715,308:187111,315:187660,321:188426,328:188919,334:189662
paladin	protection	24	Idol of the War Loa	250229	292:187739,295:187796,302:188250,308:188464,315:188895,321:189179,328:189364,334:189634
paladin	protection	25	Heart of Ancient Hunger	249342	298:189388
paladin	protection	26	Ruby Whelp Shell [Aoe]	193757	292:185332,295:185598,302:186037,308:186708,315:187265,321:187909,328:188666,334:189260
paladin	protection	27	Ruby Whelp Shell [Haste]	193757	292:185730,295:186270,302:186544,308:187007,315:187456,321:188149,328:188931,334:189105
paladin	protection	28	Venomous Gladiator's Insignia of Alacrity	270603	315:189092
paladin	protection	29	Ruby Whelp Shell [St]	193757	292:185035,295:185488,302:186048,308:186331,315:187105,321:187666,328:188168,334:188967
paladin	protection	30	Darkmoon Dominion: Rot	246306	292:184999,298:185560,305:186179,311:186711,318:187232,324:187780,331:188635
paladin	protection	31	Light Company Guidon	249344	298:188492
paladin	protection	32	Gaze of the Alnseer	249343	298:188450
paladin	protection	33	Solarflare Prism	252420	298:188428
paladin	protection	34	Heart of Wind	250256	298:187871
paladin	protection	35	Void Stalker's Contract	151307	298:187848
paladin	protection	36	Undreamt God's Oozing Vestige	249805	298:187270
paladin	protection	37	Manaheart's Binding Flame	250243	292:184092,295:184029,302:184651,308:185134,315:185427,321:185953,328:186645,334:187207
paladin	protection	38	Sszorak's Ferocity	270163	292:183945,295:184196,302:184637,308:185028,315:185374,321:185817,328:186421,334:187067
paladin	protection	39	Coiled Fangstone	273795	292:183986,295:184154,302:184582,308:185106,315:185590,321:186054,328:186436,334:187046
paladin	protection	40	Mchimba's Ritual Bandages	159618	292:183854,295:184148,302:184628,308:185022,315:185434,321:186042,328:186530,334:187025
paladin	protection	41	Dragon Games Equipment	193719	298:186984
paladin	protection	42	Latch's Crooked Hook	250226	298:186947
paladin	protection	43	First Mate's Shellward	270160	292:184047,295:184256,302:184603,308:185041,315:185606,321:185994,328:186708,334:186944
paladin	protection	44	Mark of Light	250241	298:185917
paladin	protection	45	Kroluk's Warbanner	250227	298:185808
paladin	protection	46	Gloom-Spattered Dreadscale	249339	298:185609
paladin	protection	47	Mindpiercer's Sigil	250224	292:182051,295:182126,302:182880,308:183082,315:183655,321:184041,328:185014,334:185574
paladin	protection	48	Venomous Gladiator's Medallion	270605	315:185494
paladin	protection	49	Venomous Gladiator's Emblem	270606	315:185474
paladin	protection	50	Venomous Gladiator's Sigil of Adaptation	270604	315:185424
paladin	protection	51	Ampoule of Pure Void	151312	298:184441
paladin	protection	52	The Eternal Egg	249807	298:184364
paladin	protection	53	Jelly Replicator	250242	298:184360
paladin	protection	54	Rotting Globule	252421	298:184258
paladin	protection	55	Vessel of Tortured Souls	250258	298:184159
paladin	protection	56	Preternatural Antivenom	270171	292:181670,295:181579,302:181811,308:181886,315:182025,321:182175,328:182261,334:182262
paladin	protection	57	Hex Lord's Dooming Idol	270169	292:181183,295:181310,305:181622,315:181648,321:181750,331:181967,344:182244
paladin	protection	58	Wavecaller's Seastone	270167	292:181269,295:181381,302:181401,308:181384,315:181523,321:181716,328:181707,334:181838
paladin	protection	59	Idol of the Howling Nexus	270174	292:181229,295:181297,302:181113,308:181353,315:181574,321:181594,328:181764,334:181791
paladin	protection	60	Permafrost Essence	250244	292:180601,295:180768,302:180753,308:180855,315:180898,321:181084,328:181137,334:181577
paladin	protection	61	Locus-Walker's Ribbon	249809	298:181218
priest	shadow	0	baseline	-	292:356670
priest	shadow	1	Freightrunner's Flask	250215	292:380475,295:381398,302:382822,308:383597,315:384826,321:386330,328:387781,334:389403
priest	shadow	2	Vile Vial of Volatile Venom	273796	292:380309,295:380978,302:381864,308:383468,315:384509,321:385467,328:386940,334:388489
priest	shadow	3	Wavecaller's Seastone	270167	292:378166,295:378898,302:379760,308:381232,315:382792,321:383851,328:385244,334:386982
priest	shadow	4	Darkmoon Dominion: Hunt	246304	292:379225,298:380109,305:381562,311:382429,318:384272,324:385455,331:386863
priest	shadow	5	Gebbo's Bottomless Bag	270164	292:378664,295:378860,302:380336,308:381313,315:382689,321:383956,328:385536,334:386576
priest	shadow	6	Darkmoon Dominion: Blood	246305	292:378804,298:380074,305:381373,311:382578,318:383599,324:384863,331:386441
