# bloodmallet trinket sims | fight_style=castingpatchwerk3 | simmed 2026-08-26 02:57 | SimC 02b39ce | tier MID2
# fetched 2026-08-27 by fetch-trinket-sims.sh
# columns: class	spec	rank	trinket	item_id	ilvl:dps,... (rank 0 = passive baseline, min ilvl only)
priest	shadow	7	Hex Lord's Dooming Idol	270169	292:375711,295:375988,305:378010,315:379908,321:381130,331:382671,344:385068
priest	shadow	8	Magister's Alchemist Stone	241340	292:377068,298:378250,305:379610,311:380884,318:382127,324:383434,331:384988
priest	shadow	9	Darkmoon Dominion: Void	246307	292:377206,298:378603,305:379388,311:380536,318:382098,324:383138,331:384719
priest	shadow	10	Lightspire Core	250214	292:376007,295:376529,302:377608,308:378543,315:379942,321:380548,328:382059,334:383562
priest	shadow	11	Thalassian Competitor's Insignia of Alacrity	245752	292:376595,298:377503,305:378635,311:379618,318:380941,324:381878,331:382776
priest	shadow	12	Stormbound Emblem of Dazar	273649	292:373514,295:374193,302:375308,308:376687,315:377843,321:379235,328:380956,334:382229
priest	shadow	13	Mindpiercer's Sigil	250224	292:372949,295:373541,302:374749,308:375852,315:377178,321:378617,328:380469,334:382025
priest	shadow	14	Ruby Whelp Shell [Crit]	193757	292:374030,295:374872,302:375968,308:376626,315:378143,321:378720,328:380154,334:381272
priest	shadow	15	Fang of Umbral Malignance	270161	292:372331,295:372677,302:373799,308:375269,315:376370,321:378110,328:379062,334:381124
priest	shadow	16	Emberwing Feather	250144	298:380774
priest	shadow	17	Venomous Gladiator's Insignia of Alacrity	270603	315:380490
priest	shadow	18	Ruby Whelp Shell [Haste]	193757	292:373335,295:373780,302:374771,308:375484,315:376495,321:377635,328:379101,334:380241
priest	shadow	19	Gaze of the Alnseer	249343	298:379937
priest	shadow	20	Locus-Walker's Ribbon	249809	298:379718
priest	shadow	21	Vexhul's Everflowing Gland	270170	292:371770,295:371951,302:373463,308:374642,315:375442,321:376876,328:378312,334:379679
priest	shadow	22	Vaelgor's Final Stare	249346	298:379629
priest	shadow	23	Knot of Writhing Serpents	273794	292:371763,295:371763,302:372848,308:374225,315:375437,321:376769,328:377859,334:379407
priest	shadow	24	Sapling of the Dawnroot	250259	292:370488,295:371613,302:372683,308:373635,315:374625,321:375903,328:377410,334:378753
priest	shadow	25	Heart of Wind	250256	298:377666
priest	shadow	26	Ruby Whelp Shell [Aoe]	193757	292:370590,295:371231,302:372403,308:372827,315:373887,321:375178,328:376784,334:377484
priest	shadow	27	Venomous Gladiator's Badge of Ferocity	270602	315:377423
priest	shadow	28	Ruby Whelp Shell [St]	193757	292:370297,295:370876,302:371572,308:372292,315:373870,321:375237,328:376257,334:377381
priest	shadow	29	Shadow of the Empyrean Requiem	249810	298:376807
priest	shadow	30	Darkmoon Dominion: Rot	246306	292:370596,298:371049,305:371964,311:372891,318:374252,324:375376,331:376741
priest	shadow	31	Vessel of Tortured Souls	250258	298:376256
priest	shadow	32	Seed of Radiant Hope	250254	292:368764,295:369761,302:370502,308:371455,315:371938,321:372967,328:374322,334:375944
priest	shadow	33	Unstable Felheart Crystal	250255	292:369161,295:369657,302:369963,308:371460,315:372154,321:373142,328:374582,334:375530
priest	shadow	34	Mycolic Medicine	250248	292:369077,295:369616,302:370086,308:371107,315:372262,321:373075,328:374259,334:375050
priest	shadow	35	Sethraliss' Defiled Relic	158368	292:369415,295:369633,302:370485,308:371437,315:372181,321:373294,328:374456,334:374836
priest	shadow	36	Font of Venomous Rage	270168	292:366897,295:367290,305:368744,315:369756,321:370394,331:371940,344:374192
priest	shadow	37	Soulcatcher's Charm	250223	298:373714
priest	shadow	38	Reality Breacher	151310	298:373530
priest	shadow	39	Litany of Lightblind Wrath	249808	298:372646
priest	shadow	40	Venomous Gladiator's Sigil of Adaptation	270604	315:372496
priest	shadow	41	Venomous Gladiator's Medallion	270605	315:372374
priest	shadow	42	Eye of the Drowning Void	250257	298:371989
priest	shadow	43	Venomous Gladiator's Emblem	270606	315:371974
priest	shadow	44	Nevermelting Ice Crystal	50259	298:371031
priest	shadow	45	Gloom-Spattered Dreadscale	249339	298:369909
priest	shadow	46	Voracious Heart of Ula'tek	270175	292:365986,295:365778,305:366462,315:366715,321:367344,331:367793,344:368420
priest	shadow	47	Preternatural Antivenom	270171	292:365693,295:366026,302:366435,308:366445,315:366959,321:367428,328:367447,334:367812
priest	shadow	48	Idol of the War Loa	250229	292:365979,295:366220,302:366277,308:366509,315:366794,321:367006,328:367425,334:367692
priest	shadow	49	Wraps of Cosmic Madness	249340	298:366144
priest	shadow	50	Soulcoiler Ritual Vessel	270162	292:359420,295:359619,302:360592,308:361817,315:362496,321:363122,328:364410,334:365434
priest	shadow	51	Idol of the Howling Nexus	270174	292:363312,295:363379,302:363661,308:363477,315:364146,321:364681,328:364413,334:364610
priest	shadow	52	Permafrost Essence	250244	292:356547,295:356428,302:356862,308:356738,315:356427,321:356532,328:356236,334:356438
rogue	assassination	0	baseline	-	292:274677
rogue	assassination	1	Voracious Heart of Ula'tek	270175	292:295886,295:296315,305:298000,315:300083,321:301283,331:303442,344:306684
rogue	assassination	2	Keeper's Seething Core	270165	292:296249,295:296814,302:297780,308:298560,315:299812,321:301115,328:302574,334:303157
rogue	assassination	3	Zul'jin's Guillotine Technique	270173	292:289924,295:290577,305:292349,315:294482,321:295964,331:297971,344:301315
rogue	assassination	4	Void Execution Mandate	250225	292:294415,295:294566,302:295871,308:296610,315:298122,321:299058,328:300215,334:301080
rogue	assassination	5	Algeth'ar Puzzle Box	193701	298:300745
rogue	assassination	6	Vile Vial of Volatile Venom	273796	292:294249,295:294753,302:295439,308:296462,315:297872,321:298538,328:299949,334:300436
rogue	assassination	7	Gebbo's Bottomless Bag	270164	292:293449,295:293929,302:295156,308:296085,315:296770,321:298059,328:299583,334:300237
rogue	assassination	8	Darkmoon Dominion: Hunt	246304	292:294128,298:294952,305:296149,311:296879,318:298153,324:299199,331:300182
rogue	assassination	9	Lustrous Golden Plumage	159617	292:293052,295:293733,302:294811,308:295414,315:296079,321:297469,328:298489,334:299533
rogue	assassination	10	Thalassian Competitor's Insignia of Alacrity	245752	292:293458,298:294395,305:295260,311:296237,318:297280,324:297987,331:299263
rogue	assassination	11	Freightrunner's Flask	250215	292:292794,295:293187,302:294039,308:295028,315:295794,321:296998,328:298221,334:299178
rogue	assassination	12	Font of Venomous Rage	270168	292:288924,295:289550,305:291378,315:293264,321:294028,331:296582,344:298814
rogue	assassination	13	Darkmoon Dominion: Blood	246305	292:292219,298:293235,305:294172,311:294884,318:295878,324:296789,331:298115
rogue	assassination	14	Tumor of the Swarm	250245	292:289107,295:289672,302:290820,308:292284,315:293314,321:294498,328:296040,334:297765
rogue	assassination	15	Lightspire Core	250214	292:292037,295:292130,302:293286,308:293727,315:295027,321:295815,328:297233,334:297660
rogue	assassination	16	Tattered Amani War Banner	273797	292:291352,295:291791,302:292942,308:293673,315:294640,321:295246,328:296299,334:297398
rogue	assassination	17	Resonant Bellowstone	250228	292:291609,295:291871,302:293023,308:293329,315:294582,321:295667,328:296840,334:297388
rogue	assassination	18	Magister's Alchemist Stone	241340	292:291407,298:292011,305:292982,311:293940,318:294678,324:295649,331:297186
rogue	assassination	19	Vashnik's Sanguine Rancor	270166	292:288725,295:289533,302:290907,308:291538,315:293111,321:294028,328:296053,334:297119
rogue	assassination	20	Tiny Electromental in a Jar	158374	292:289065,295:289525,302:290814,308:291861,315:292891,321:294401,328:296072,334:297034
rogue	assassination	21	Venomous Gladiator's Insignia of Alacrity	270603	315:296767
rogue	assassination	22	Darkmoon Dominion: Void	246307	292:290990,298:291707,305:292723,311:293702,318:294650,324:295467,331:296648
rogue	assassination	23	Ruby Whelp Shell [Haste]	193757	292:290537,295:290956,302:292124,308:293028,315:293777,321:294640,328:295543,334:296481
rogue	assassination	24	Umbral Plume	260235	298:295986
rogue	assassination	25	Ruby Whelp Shell [Crit]	193757	292:290019,295:290292,302:291359,308:292272,315:293080,321:293978,328:294832,334:295855
rogue	assassination	26	Emberwing Feather	250144	298:295454
rogue	assassination	27	Sapling of the Dawnroot	250259	292:287828,295:288581,302:289365,308:290628,315:291654,321:292524,328:294185,334:295424
rogue	assassination	28	Radiant Plume	249806	298:294734
rogue	assassination	29	Light Company Guidon	249344	298:294597
rogue	assassination	30	Gaze of the Alnseer	249343	298:294448
rogue	assassination	31	Heart of Wind	250256	298:294199
rogue	assassination	32	Solarflare Prism	252420	298:293596
rogue	assassination	33	Ruby Whelp Shell [Aoe]	193757	292:287356,295:287358,302:288721,308:289390,315:290315,321:291148,328:292302,334:293509
rogue	assassination	34	Ruby Whelp Shell [St]	193757	292:287109,295:287318,302:288156,308:288667,315:289899,321:290348,328:292089,334:292840
rogue	assassination	35	Ranger-Captain's Iridescent Insignia	249345	298:292567
rogue	assassination	36	Venomous Gladiator's Badge of Ferocity	270602	315:292244
rogue	assassination	37	Darkmoon Dominion: Rot	246306	292:285846,298:286472,305:287776,311:288180,318:289004,324:289839,331:291041
rogue	assassination	38	Undreamt God's Oozing Vestige	249805	298:290071
rogue	assassination	39	Latch's Crooked Hook	250226	298:290052
rogue	assassination	40	Manaheart's Binding Flame	250243	292:284845,295:285089,302:285801,308:286568,315:287137,321:288012,328:288856,334:289717
rogue	assassination	41	Void Stalker's Contract	151307	298:289503
rogue	assassination	42	First Mate's Shellward	270160	292:285012,295:285364,302:286125,308:286580,315:287233,321:287960,328:288785,334:289457
rogue	assassination	43	Mchimba's Ritual Bandages	159618	292:284662,295:285304,302:286198,308:286368,315:287350,321:288270,328:288718,334:289441
rogue	assassination	44	Kroluk's Warbanner	250227	298:288113
rogue	assassination	45	Gloom-Spattered Dreadscale	249339	298:287887
rogue	assassination	46	Eye of the Drowning Void	250257	298:287241
rogue	assassination	47	Venomous Gladiator's Emblem	270606	315:287233
rogue	assassination	48	Venomous Gladiator's Medallion	270605	315:287181
rogue	assassination	49	Venomous Gladiator's Sigil of Adaptation	270604	315:286914
rogue	assassination	50	Vessel of Tortured Souls	250258	298:286162
rogue	assassination	51	Hex Lord's Dooming Idol	270169	292:283581,295:284031,305:284112,315:284527,321:284932,331:285451,344:286077
rogue	assassination	52	Jelly Replicator	250242	298:285707
rogue	assassination	53	Rotting Globule	252421	298:285645
rogue	assassination	54	Ampoule of Pure Void	151312	298:285600
rogue	assassination	55	Wavecaller's Seastone	270167	292:283735,295:283891,302:284058,308:284332,315:284642,321:284899,328:285128,334:285416
rogue	assassination	56	The Eternal Egg	249807	298:285346
rogue	assassination	57	Idol of the War Loa	250229	292:282966,295:283030,302:283346,308:283488,315:283578,321:283643,328:284364,334:284420
rogue	assassination	58	Preternatural Antivenom	270171	292:282684,295:283267,302:283280,308:283624,315:283761,321:283865,328:284092,334:284230
rogue	assassination	59	Mindpiercer's Sigil	250224	292:279831,295:279928,302:280609,308:281173,315:281711,321:282458,328:283040,334:283840
rogue	assassination	60	Idol of the Howling Nexus	270174	292:281531,295:281753,302:282077,308:282264,315:282202,321:282838,328:282967,334:283006
rogue	assassination	61	Locus-Walker's Ribbon	249809	298:281928
rogue	assassination	62	Permafrost Essence	250244	292:274921,295:274927,302:274710,308:275088,315:275017,321:274980,328:275109,334:274986
rogue	outlaw	0	baseline	-	292:336290
rogue	outlaw	1	Zul'jin's Guillotine Technique	270173	292:361262,295:361977,305:364581,315:368113,321:369962,331:373757,344:378823
rogue	outlaw	2	Voracious Heart of Ula'tek	270175	292:357948,295:358364,305:360552,315:362562,321:363982,331:366476,344:369464
rogue	outlaw	3	Keeper's Seething Core	270165	292:359198,295:360009,302:361291,308:362608,315:363410,321:364858,328:366439,334:367377
rogue	outlaw	4	Void Execution Mandate	250225	292:356624,295:357683,302:358634,308:359485,315:360930,321:362030,328:363615,334:364546
rogue	outlaw	5	Gebbo's Bottomless Bag	270164	292:355916,295:356748,302:357726,308:358918,315:360030,321:360804,328:362296,334:363911
rogue	outlaw	6	Thalassian Competitor's Insignia of Alacrity	245752	292:356440,298:357470,305:358340,311:359638,318:360763,324:361659,331:362930
rogue	outlaw	7	Freightrunner's Flask	250215	292:355871,295:355956,302:356911,308:358231,315:359140,321:360180,328:361804,334:362806
rogue	outlaw	8	Lustrous Golden Plumage	159617	292:355275,295:356158,302:357036,308:358349,315:359312,321:360321,328:361689,334:362646
rogue	outlaw	9	Darkmoon Dominion: Hunt	246304	292:355797,298:356718,305:357810,311:358585,318:359812,324:361019,331:362200
rogue	outlaw	10	Magister's Alchemist Stone	241340	292:354814,298:355767,305:356731,311:357624,318:359337,324:360132,331:361718
rogue	outlaw	11	Vile Vial of Volatile Venom	273796	292:354544,295:355122,302:355906,308:356877,315:357880,321:359252,328:360181,334:361596
rogue	outlaw	12	Darkmoon Dominion: Void	246307	292:354668,298:355748,305:356857,311:357782,318:358664,324:359877,331:361477
rogue	outlaw	13	Resonant Bellowstone	250228	292:354345,295:354673,302:355914,308:357127,315:358148,321:359105,328:360797,334:361174
rogue	outlaw	14	Darkmoon Dominion: Blood	246305	292:354544,298:355237,305:356518,311:357518,318:358462,324:359841,331:361104
rogue	outlaw	15	Ruby Whelp Shell [Haste]	193757	292:353493,295:354054,302:354951,308:355919,315:357122,321:358496,328:359742,334:360767
rogue	outlaw	16	Tattered Amani War Banner	273797	292:353620,295:354220,302:355364,308:356225,315:357271,321:358051,328:359386,334:360680
rogue	outlaw	17	Tumor of the Swarm	250245	292:352005,295:352542,302:353558,308:354964,315:356472,321:357568,328:359629,334:360678
rogue	outlaw	18	Vashnik's Sanguine Rancor	270166	292:351898,295:352250,302:353375,308:354800,315:356486,321:357174,328:359116,334:360594
rogue	outlaw	19	Tiny Electromental in a Jar	158374	292:351415,295:352240,302:353462,308:354450,315:356008,321:357009,328:359052,334:360287
rogue	outlaw	20	Lightspire Core	250214	292:352750,295:353226,302:354562,308:355323,315:356449,321:357139,328:359031,334:359862
rogue	outlaw	21	Venomous Gladiator's Insignia of Alacrity	270603	315:359853
rogue	outlaw	22	Ruby Whelp Shell [Crit]	193757	292:353202,295:353250,302:354656,308:355179,315:356222,321:357596,328:359092,334:359818
rogue	outlaw	23	Umbral Plume	260235	298:359358
rogue	outlaw	24	Sapling of the Dawnroot	250259	292:350841,295:351484,302:352741,308:353592,315:354629,321:356058,328:357544,334:358773
rogue	outlaw	25	Heart of Wind	250256	298:357736
rogue	outlaw	26	Light Company Guidon	249344	298:357437
rogue	outlaw	27	Ruby Whelp Shell [Aoe]	193757	292:350105,295:350705,302:351504,308:352421,315:353330,321:354875,328:355941,334:357333
rogue	outlaw	28	Solarflare Prism	252420	298:356768
rogue	outlaw	29	Gaze of the Alnseer	249343	298:356639
rogue	outlaw	30	Ruby Whelp Shell [St]	193757	292:349624,295:350453,302:350995,308:352105,315:353157,321:354200,328:355337,334:356612
rogue	outlaw	31	Emberwing Feather	250144	298:356189
rogue	outlaw	32	Venomous Gladiator's Badge of Ferocity	270602	315:356087
rogue	outlaw	33	Algeth'ar Puzzle Box	193701	298:355961
rogue	outlaw	34	Darkmoon Dominion: Rot	246306	292:349112,298:349763,305:351070,311:352001,318:353118,324:354101,331:355709
rogue	outlaw	35	Ranger-Captain's Iridescent Insignia	249345	298:355600
rogue	outlaw	36	Radiant Plume	249806	298:355547
rogue	outlaw	37	Font of Venomous Rage	270168	292:345420,295:346159,305:347258,315:348664,321:349542,331:351322,344:353718
rogue	outlaw	38	Mchimba's Ritual Bandages	159618	292:347964,295:348081,302:349321,308:349864,315:351019,321:351486,328:352637,334:353693
rogue	outlaw	39	First Mate's Shellward	270160	292:348106,295:348673,302:349153,308:349789,315:350400,321:351753,328:352679,334:353503
rogue	outlaw	40	Manaheart's Binding Flame	250243	292:347684,295:348054,302:348758,308:349742,315:350657,321:351554,328:352388,334:353436
rogue	outlaw	41	Latch's Crooked Hook	250226	298:353220
rogue	outlaw	42	Void Stalker's Contract	151307	298:352431
rogue	outlaw	43	Undreamt God's Oozing Vestige	249805	298:352248
rogue	outlaw	44	Kroluk's Warbanner	250227	298:351254
rogue	outlaw	45	Eye of the Drowning Void	250257	298:351056
rogue	outlaw	46	Venomous Gladiator's Emblem	270606	315:350913
rogue	outlaw	47	Venomous Gladiator's Medallion	270605	315:350710
rogue	outlaw	48	Venomous Gladiator's Sigil of Adaptation	270604	315:350702
rogue	outlaw	49	Vessel of Tortured Souls	250258	298:349270
rogue	outlaw	50	Ampoule of Pure Void	151312	298:348755
rogue	outlaw	51	Rotting Globule	252421	298:348641
rogue	outlaw	52	Jelly Replicator	250242	298:348535
rogue	outlaw	53	The Eternal Egg	249807	298:348492
rogue	outlaw	54	Gloom-Spattered Dreadscale	249339	298:348441
rogue	outlaw	55	Hex Lord's Dooming Idol	270169	292:345340,295:345368,305:345710,315:345777,321:346168,331:346741,344:347186
rogue	outlaw	56	Wavecaller's Seastone	270167	292:345206,295:345198,302:345817,308:345633,315:345943,321:346382,328:346803,334:347086
rogue	outlaw	57	Preternatural Antivenom	270171	292:343635,295:343973,302:344123,308:344042,315:344579,321:344912,328:344987,334:345600
rogue	outlaw	58	Idol of the War Loa	250229	292:343605,295:343700,302:344108,308:344313,315:344763,321:344544,328:344988,334:345367
rogue	outlaw	59	Idol of the Howling Nexus	270174	292:341196,295:341422,302:341194,308:341769,315:341563,321:341679,328:341895,334:342203
rogue	outlaw	60	Mindpiercer's Sigil	250224	292:339406,295:339546,302:339939,308:340406,315:340619,321:341361,328:341843,334:341970
rogue	outlaw	61	Locus-Walker's Ribbon	249809	298:341169
rogue	outlaw	62	Permafrost Essence	250244	292:336004,295:336197,302:336276,308:336264,315:336095,321:335981,328:336014,334:335781
rogue	subtlety	0	baseline	-	292:381557
rogue	subtlety	1	Voracious Heart of Ula'tek	270175	292:409210,295:409536,305:412131,315:415057,321:416670,331:419768,344:424052
rogue	subtlety	2	Keeper's Seething Core	270165	292:406687,295:406901,302:408497,308:411185,315:412876,321:413806,328:415112,334:417213
rogue	subtlety	3	Zul'jin's Guillotine Technique	270173	292:400215,295:400723,305:402699,315:405439,321:406921,331:409924,344:414464
rogue	subtlety	4	Freightrunner's Flask	250215	292:405750,295:406230,302:407742,308:409001,315:409887,321:411604,328:413059,334:414112
rogue	subtlety	5	Gebbo's Bottomless Bag	270164	292:405074,295:405539,302:406470,308:407344,315:409307,321:410784,328:412297,334:413881
rogue	subtlety	6	Darkmoon Dominion: Blood	246305	292:404291,298:405549,305:406795,311:407946,318:409458,324:410265,331:412505
rogue	subtlety	7	Lustrous Golden Plumage	159617	292:403639,295:404396,302:405515,308:406843,315:408246,321:409495,328:411060,334:412434
rogue	subtlety	8	Darkmoon Dominion: Hunt	246304	292:404128,298:405411,305:407107,311:408061,318:409637,324:410433,331:412431
rogue	subtlety	9	Tattered Amani War Banner	273797	292:404019,295:404842,302:406007,308:407035,315:408424,321:409955,328:411155,334:412167
rogue	subtlety	10	Vile Vial of Volatile Venom	273796	292:402818,295:404261,302:405250,308:406634,315:407606,321:408851,328:410190,334:411721
rogue	subtlety	11	Void Execution Mandate	250225	292:403064,295:403600,302:405009,308:406085,315:407214,321:408578,328:410422,334:411515
rogue	subtlety	12	Darkmoon Dominion: Void	246307	292:403388,298:404388,305:405232,311:406513,318:407921,324:408990,331:410920
rogue	subtlety	13	Thalassian Competitor's Insignia of Alacrity	245752	292:403633,298:404546,305:406291,311:407156,318:408365,324:409614,331:410900
rogue	subtlety	14	Lightspire Core	250214	292:402571,295:403219,302:404091,308:405420,315:406425,321:407961,328:409463,334:410865
rogue	subtlety	15	Magister's Alchemist Stone	241340	292:403038,298:404185,305:405429,311:406548,318:408238,324:409508,331:410756
rogue	subtlety	16	Vashnik's Sanguine Rancor	270166	292:398994,295:399633,302:401415,308:402118,315:403534,321:405347,328:406993,334:409014
rogue	subtlety	17	Resonant Bellowstone	250228	292:400952,295:401663,302:403198,308:403253,315:405231,321:405868,328:407448,334:408790
rogue	subtlety	18	Tumor of the Swarm	250245	292:398632,295:398764,302:400681,308:401550,315:403053,321:405034,328:406921,334:408012
rogue	subtlety	19	Venomous Gladiator's Insignia of Alacrity	270603	315:407847
rogue	subtlety	20	Tiny Electromental in a Jar	158374	292:398309,295:398797,302:399976,308:401351,315:402761,321:404564,328:406018,334:407778
rogue	subtlety	21	Light Company Guidon	249344	298:407621
rogue	subtlety	22	Heart of Wind	250256	298:406506
rogue	subtlety	23	Sapling of the Dawnroot	250259	292:398008,295:398372,302:399327,308:401220,315:402209,321:403428,328:405400,334:406456
rogue	subtlety	24	Gaze of the Alnseer	249343	298:406124
rogue	subtlety	25	Radiant Plume	249806	298:406053
rogue	subtlety	26	Umbral Plume	260235	298:405781
rogue	subtlety	27	Algeth'ar Puzzle Box	193701	298:405630
rogue	subtlety	28	Venomous Gladiator's Badge of Ferocity	270602	315:404081
rogue	subtlety	29	Ruby Whelp Shell [Haste]	193757	292:396845,295:397256,302:398529,308:399370,315:401076,321:401338,328:403109,334:404030
rogue	subtlety	30	Font of Venomous Rage	270168	292:395003,295:395688,305:396944,315:398622,321:399221,331:401174,344:403916
rogue	subtlety	31	Emberwing Feather	250144	298:403274
rogue	subtlety	32	Ruby Whelp Shell [Crit]	193757	292:396597,295:397053,302:398008,308:399407,315:399813,321:400861,328:402635,334:403263
rogue	subtlety	33	Solarflare Prism	252420	298:403173
rogue	subtlety	34	Ruby Whelp Shell [Aoe]	193757	292:395760,295:396394,302:397116,308:397919,315:399032,321:400264,328:401695,334:403070
rogue	subtlety	35	Darkmoon Dominion: Rot	246306	292:395857,298:396921,305:397906,311:399106,318:400207,324:401241,331:402897
rogue	subtlety	36	Ranger-Captain's Iridescent Insignia	249345	298:402721
rogue	subtlety	37	Ruby Whelp Shell [St]	193757	292:395400,295:395876,302:397120,308:398078,315:399182,321:399970,328:401182,334:402629
rogue	subtlety	38	Mchimba's Ritual Bandages	159618	292:394748,295:395306,302:396202,308:397367,315:398061,321:399405,328:400419,334:401552
rogue	subtlety	39	First Mate's Shellward	270160	292:394886,295:395473,302:396159,308:397326,315:398519,321:399104,328:399911,334:401537
rogue	subtlety	40	Manaheart's Binding Flame	250243	292:394977,295:395118,302:396248,308:397423,315:398324,321:399312,328:400529,334:401345
rogue	subtlety	41	Latch's Crooked Hook	250226	298:401094
rogue	subtlety	42	Void Stalker's Contract	151307	298:400378
rogue	subtlety	43	Undreamt God's Oozing Vestige	249805	298:400149
rogue	subtlety	44	Venomous Gladiator's Medallion	270605	315:398560
rogue	subtlety	45	Kroluk's Warbanner	250227	298:398548
rogue	subtlety	46	Venomous Gladiator's Emblem	270606	315:398448
rogue	subtlety	47	Venomous Gladiator's Sigil of Adaptation	270604	315:398287
rogue	subtlety	48	Eye of the Drowning Void	250257	298:397955
rogue	subtlety	49	Jelly Replicator	250242	298:396052
rogue	subtlety	50	The Eternal Egg	249807	298:395918
rogue	subtlety	51	Ampoule of Pure Void	151312	298:395751
rogue	subtlety	52	Rotting Globule	252421	298:395538
rogue	subtlety	53	Vessel of Tortured Souls	250258	298:395523
rogue	subtlety	54	Gloom-Spattered Dreadscale	249339	298:394250
rogue	subtlety	55	Hex Lord's Dooming Idol	270169	292:390048,295:390753,305:391545,315:391784,321:391926,331:392354,344:392631
rogue	subtlety	56	Wavecaller's Seastone	270167	292:390556,295:389918,302:391218,308:391241,315:392107,321:392182,328:391864,334:392360
rogue	subtlety	57	Idol of the Howling Nexus	270174	292:388517,295:388872,302:388999,308:389150,315:389482,321:389923,328:390203,334:390469
rogue	subtlety	58	Preternatural Antivenom	270171	292:388581,295:388763,302:388943,308:388912,315:389261,321:389427,328:390065,334:390000
rogue	subtlety	59	Idol of the War Loa	250229	292:388678,295:388388,302:389072,308:388868,315:389573,321:389476,328:389644,334:389738
rogue	subtlety	60	Locus-Walker's Ribbon	249809	298:389213
rogue	subtlety	61	Mindpiercer's Sigil	250224	292:383102,295:383015,302:383424,308:383782,315:383627,321:384145,328:384160,334:384411
rogue	subtlety	62	Permafrost Essence	250244	292:381217,295:381522,302:380947,308:381101,315:381034,321:381379,328:381127,334:381289
shaman	elemental	0	baseline	-	292:331567
shaman	elemental	1	Freightrunner's Flask	250215	292:354220,295:354715,302:355439,308:356848,315:358184,321:359382,328:361047,334:362023
shaman	elemental	2	Vile Vial of Volatile Venom	273796	292:354081,295:354360,302:356177,308:357070,315:358107,321:359195,328:360590,334:361713
shaman	elemental	3	Darkmoon Dominion: Hunt	246304	292:353275,298:354681,305:355410,311:356992,318:357846,324:358812,331:360846
shaman	elemental	4	Gebbo's Bottomless Bag	270164	292:352599,295:353214,302:353928,308:355321,315:356397,321:357692,328:359179,334:360391
shaman	elemental	5	Wavecaller's Seastone	270167	292:351914,295:352582,302:353788,308:354607,315:355719,321:356810,328:358477,334:359433
shaman	elemental	6	Darkmoon Dominion: Blood	246305	292:351570,298:352701,305:353675,311:355018,318:355994,324:357265,331:359106
shaman	elemental	7	Hex Lord's Dooming Idol	270169	292:349956,295:350387,305:351940,315:353465,321:354269,331:356029,344:358323
shaman	elemental	8	Lightspire Core	250214	292:350950,295:351413,302:352746,308:353414,315:354642,321:355603,328:357271,334:358097
shaman	elemental	9	Darkmoon Dominion: Void	246307	292:350459,298:350933,305:352652,311:353489,318:354581,324:355760,331:357079
shaman	elemental	10	Magister's Alchemist Stone	241340	292:350434,298:351491,305:352029,311:353612,318:354595,324:355742,331:356950
shaman	elemental	11	Thalassian Competitor's Insignia of Alacrity	245752	292:350372,298:351339,305:351970,311:352819,318:354265,324:355230,331:356482
shaman	elemental	12	Mindpiercer's Sigil	250224	292:346636,295:347511,302:348696,308:349982,315:351189,321:352595,328:354404,334:356024
shaman	elemental	13	Ruby Whelp Shell [Crit]	193757	292:349149,295:349290,302:350655,308:351404,315:352624,321:353478,328:354637,334:355854
shaman	elemental	14	Stormbound Emblem of Dazar	273649	292:347771,295:347764,302:349156,308:350192,315:351063,321:352756,328:354045,334:355277
shaman	elemental	15	Ruby Whelp Shell [Haste]	193757	292:348390,295:348939,302:350136,308:350437,315:351972,321:353112,328:354287,334:355271
shaman	elemental	16	Fang of Umbral Malignance	270161	292:346463,295:347147,302:348198,308:349495,315:350613,321:352212,328:353208,334:355040
shaman	elemental	17	Emberwing Feather	250144	298:354637
shaman	elemental	18	Venomous Gladiator's Badge of Ferocity	270602	315:354289
shaman	elemental	19	Knot of Writhing Serpents	273794	292:346385,295:346491,302:347730,308:348791,315:350152,321:351504,328:352586,334:354143
shaman	elemental	20	Vexhul's Everflowing Gland	270170	292:345921,295:346653,302:347571,308:348607,315:349733,321:351133,328:352904,334:354119
shaman	elemental	21	Locus-Walker's Ribbon	249809	298:353919
shaman	elemental	22	Vaelgor's Final Stare	249346	298:353879
shaman	elemental	23	Venomous Gladiator's Insignia of Alacrity	270603	315:353869
shaman	elemental	24	Sapling of the Dawnroot	250259	292:346148,295:346512,302:347636,308:348473,315:349970,321:350878,328:352354,334:353520
shaman	elemental	25	Gaze of the Alnseer	249343	298:352308
shaman	elemental	26	Ruby Whelp Shell [Aoe]	193757	292:345206,295:345797,302:346899,308:347760,315:348657,321:349916,328:351239,334:352219
shaman	elemental	27	Heart of Wind	250256	298:352167
shaman	elemental	28	Shadow of the Empyrean Requiem	249810	298:352028
shaman	elemental	29	Ruby Whelp Shell [St]	193757	292:345149,295:345373,302:346574,308:347263,315:348516,321:349394,328:350862,334:351714
shaman	elemental	30	Font of Venomous Rage	270168	292:342912,295:342880,305:344403,315:345675,321:347140,331:348543,344:350837
shaman	elemental	31	Darkmoon Dominion: Rot	246306	292:344548,298:345348,305:346079,311:347274,318:348298,324:349182,331:350548
shaman	elemental	32	Seed of Radiant Hope	250254	292:343346,295:343706,302:344486,308:345346,315:346243,321:346687,328:348268,334:348893
